MATCH_ID,DATE,TIME,STAGE,COMPLETED,WINNER_TEAM_ID,HOME_TEAM_ID,AWAY_TEAM_ID,HOME_GOALS,AWAY_GOALS,HOME_YELLOW_CARDS,AWAY_YELLOW_CARDS,HOME_OG,AWAY_OG,HOME_RED_CARDS,AWAY_RED_CARDS,NOTES
G4 [31],28/11/2022,19:00,GROUP,Y,BRA,BRA,CHE,1,0,1,1,,,,,[Group G]
H4 [32],28/11/2022,22:00,GROUP,Y,URY,PRT,URY,0,2,4,3,,,,,[Group H]
A5 [35],29/11/2022,18:00,GROUP,Y,,ECU,SEN,1,1,3,4,,,,,[Group A]
A6 [36],29/11/2022,18:00,GROUP,Y,NLD,NLD,QAT,3,0,2,2,,2;Barkow:45+3;Donev:46,,,[Group A]
B5 [33],29/11/2022,22:00,GROUP,Y,,WAL,ENG,1,1,3,0,,,,,[Group B]
B6 [34],29/11/2022,22:00,GROUP,Y,USA,IRN,USA,0,1,2,0,,,,,[Group B]
D5 [37],30/11/2022,18:00,GROUP,Y,,AUS,DNK,0,0,2,2,,,,,[Group D]
D6 [38],30/11/2022,18:00,GROUP,Y,FRA,TUN,FRA,0,2,1,4,,,,,[Group D]
C5 [39],30/11/2022,22:00,GROUP,Y,ARG,POL,ARG,0,1,3,4,,,,,[Group C]
C6 [40],30/11/2022,22:00,GROUP,Y,,SAU,MEX,0,0,2,0,,,,,[Group C]
F5 [41],01/12/2022,18:00,GROUP,Y,,HRV,BEL,1,1,1,3,,,,,[Group F]
F6 [42],01/12/2022,18:00,GROUP,Y,CAN,CAN,MAR,1,0,4,1,,,,,[Group F]
E5 [43],01/12/2022,22:00,GROUP,Y,ESP,JPN,ESP,0,1,3,1,1;Hawkins:19,,,,[Group E]
E6 [44],01/12/2022,22:00,GROUP,Y,DEU,CRI,DEU,0,2,3,3,,,,1;Lankes:3,[Group E]
H5 [45],02/12/2022,18:00,GROUP,Y,,GHA,URY,1,1,2,3,,,,,[Group H]
H6 [46],02/12/2022,18:00,GROUP,Y,PRT,KOR,PRT,1,2,0,1,,,,,[Group H]
G5 [47],02/12/2022,22:00,GROUP,Y,CHE,SRB,CHE,0,1,2,1,,,,,[Group G]
G6 [48],02/12/2022,22:00,GROUP,Y,BRA,CMR,BRA,1,3,3,1,,,,,[Group G]
R16_1 [49],03/12/2022,18:00,KO,Y,SEN,SEN,USA,2,0,0,1,,,,,[R16_1: Winner A vs Runner-Up B]
R16_2 [50],03/12/2022,22:00,KO,Y,FRA,ARG,FRA,1,2,2,1,,,,,[R16_2: Winner C vs Runner-Up D]
R16_4 [52],04/12/2022,18:00,KO,Y,DNK,DNK,POL,1,0,2,3,,,,,[R16_3: Winner D vs Runner-Up C]
R16_3 [51],04/12/2022,22:00,KO,Y,ENG,ENG,NLD,2,1,3,3,,,,,[R16_4: Winner B vs Runner-Up A]
R16_5 [53],05/12/2022,18:00,KO,Y,ESP,ESP,CAN,2,0,2,0,,,,,[R16_5: Winner E vs Runner-Up F]
R16_6 [54],05/12/2022,22:00,KO,Y,BRA,BRA,PRT,1,1,3,0,,,,,[R16_6: Winner G vs Runner-Up H] Brazil win 6-5 on penalties
R16_7 [55],06/12/2022,18:00,KO,Y,DEU,BEL,DEU,1,3,2,2,,,,,[R16_7: Winner F vs Runner-Up E]
R16_8 [56],06/12/2022,22:00,KO,Y,CMR,URY,CMR,0,1,3,0,1;Wetherill:90+4,,,,[R16_8: Winner H vs Runner-Up G] AET
QF2 [58],09/12/2022,18:00,KO,Y,BRA,ESP,BRA,0,1,2,2,,,1;Frenk:84,,[QF1: Winner R16_5 vs Winner R16_6] AET
QF1 [57],09/12/2022,22:00,KO,Y,FRA,SEN,FRA,1,3,2,1,,,1;Gossard:22,,[QF2: Winner R16_1 vs Winner R16_2]
QF4 [60],10/12/2022,18:00,KO,Y,DEU,DEU,CMR,1,0,0,1,,,,,[QF3: Winner R16_7 vs Winner R16_8]
QF3 [59],10/12/2022,22:00,KO,Y,ENG,ENG,DNK,2,0,1,2,,,,,[QF4: Winner R16_3 vs Winner R16_4]
SF1 [61],13/12/2022,22:00,KO,Y,FRA,FRA,BRA,2,2,2,0,,1;Westerhouse:82,,,[SF1: Winner QF1 vs Winner QF2] Brazil win 4-2 on penalties
SF2 [62],14/12/2022,22:00,KO,Y,ENG,ENG,DEU,1,0,0,0,,,,,[SF2: Winner QF3 vs Winner QF4]
3RD [63],17/12/2022,18:00,KO,Y,DEU,FRA,DEU,2,4,0,1,,,,,[PLAY-OFF: Loser SF1 vs Loser SF2]
F,18/12/2022,18:00,KO,Y,BRA,BRA,ENG,2,0,2,1,,,,,[FINAL: Winner SF1 vs Winner SF2]
